,chapter_num,verse_num,verse,length,stemmed
765,5,93,ليس على الذين امنوا وعملوا الصالحات جناح فيما طعموا إذا ما اتقوا وامنوا وعملوا الصالحات ثم اتقوا وامنوا ثم اتقوا وأحسنوا والله يحب المحسنين,24,ليس على الذي امن عمل صالح جناح في طعم إذا ما اتقى امن عمل صالح ثم اتقى امن ثم اتقى أحسن الله أحب محسن
766,5,94,يا أيها الذين امنوا ليبلونكم الله بشيء من الصيد تناله أيديكم ورماحكم ليعلم الله من يخافه بالغيب فمن اعتدى بعد ذلك فله عذاب أليم,24,يا أي الذي امن ليبلونكم الله شيء من صيد نال يد رماح علم الله من خاف غيب من اعتدى بعد ذلك ل عذاب أليم
767,5,95,يا أيها الذين امنوا لا تقتلوا الصيد وأنتم حرم ومن قتله منكم متعمدا فجزاء مثل ما قتل من النعم يحكم به ذوا عدل منكم هديا بالغ الكعبة أو كفارة طعام مساكين أو عدل ذلك صياما ليذوق وبال أمره عفا الله عما سلف ومن عاد فينتقم الله منه والله عزيز ذو انتقام,51,يا أي الذي امن لا قتل صيد أنتم حرم من قتل من متعمد جزاء مثل ما قتل من نعمة حكم ب ذو عدل من هدي بالغ كعبة أو كفارة طعام مسكين أو عدل ذلك صيام ذاق وبال أمر عفا الله عن سلف من عاد فينتقم الله من الله عزيز ذو انتقام
768,5,96,أحل لكم صيد البحر وطعامه متاعا لكم وللسيارة وحرم عليكم صيد البر ما دمتم حرما واتقوا الله الذي إليه تحشرون,20,أحل ل صيد بحر طعام متاع ل سيارة حرم على صيد بر ما دام حرم اتقى الله الذي إلى تحشر
769,5,97,جعل الله الكعبة البيت الحرام قياما للناس والشهر الحرام والهدي والقلائد ذلك لتعلموا أن الله يعلم ما في السماوات وما في الأرض وأن الله بكل شيء عليم,27,جعل الله كعبة بيت حرام قيام ناس شهر حرام هدي قلادة ذلك علم أن الله علم ما في سماء ما في أرض أن الله كل شيء عليم
770,5,98,اعلموا أن الله شديد العقاب وأن الله غفور رحيم,9,اعلم أن الله شديد عقاب أن الله غفور رحيم
771,5,99,ما على الرسول إلا البلاغ والله يعلم ما تبدون وما تكتمون,11,ما على رسول إلا بلاغ الله علم ما أبدى ما كتم
772,5,100,قل لا يستوي الخبيث والطيب ولو أعجبك كثرة الخبيث فاتقوا الله يا أولي الألباب لعلكم تفلحون,16,قال لا استوى خبيث طيب لو أعجب كثرة خبيث اتقى الله يا أولى لب لعل أفلح
773,5,101,يا أيها الذين امنوا لا تسألوا عن أشياء إن تبد لكم تسؤكم وإن تسألوا عنها حين ينزل القران تبد لكم عفا الله عنها والله غفور حليم,26,يا أي الذي امن لا سأل عن شيء إن أبدى ل تسؤكم إن سأل عن حين نزل قران أبدى ل عفا الله عن الله غفور حليم
774,5,102,قد سألها قوم من قبلكم ثم أصبحوا بها كافرين,9,قد سأل قوم من قبل ثم أصبح ب كافر
775,5,103,ما جعل الله من بحيرة ولا سائبة ولا وصيلة ولا حام ولكن الذين كفروا يفترون على الله الكذب وأكثرهم لا يعقلون,21,ما جعل الله من بحيرة لا سائب لا وصيل لا حام لكن الذي كفر افترى على الله كذب أكثر لا عقل
776,5,104,وإذا قيل لهم تعالوا إلى ما أنزل الله وإلى الرسول قالوا حسبنا ما وجدنا عليه اباءنا أولو كان اباؤهم لا يعلمون شيئا ولا يهتدون,24,إذا قال ل تعالى إلى ما أنزل الله إلى رسول قال حسب ما وجد على اباء أولو كان اباؤ لا علم شيء لا اهتدى
777,5,105,يا أيها الذين امنوا عليكم أنفسكم لا يضركم من ضل إذا اهتديتم إلى الله مرجعكم جميعا فينبئكم بما كنتم تعملون,20,يا أي الذي امن على نفس لا ضر من ضل إذا اهتدى إلى الله مرجع جميع فينبئكم ما كان عمل
778,5,106,يا أيها الذين امنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو اخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الاثمين,52,يا أي الذي امن شهادة بين إذا حضر أحد موت حين وصية اثنان ذو عدل من أو اخر من غير إن أنتم ضرب في أرض فأصابتكم مصيبة موت تحبسونهما من بعد صلاة أقسم الله إن ارتاب لا اشترى ب ثمن لو كان ذو قربى لا كتم شهادة الله إن إذا من اثم
779,5,107,فإن عثر على أنهما استحقا إثما فاخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين,26,إن عثر على أن استحق إثم فاخر قام مقام من الذي استحق على أولى أقسم الله شهادة أحق من شهادة ما اعتدى إن إذا من ظالم
780,5,108,ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا والله لا يهدي القوم الفاسقين,22,ذلك أدنى أن أتى شهادة على وجه أو خاف أن ردى يمين بعد يمين اتقى الله اسمع الله لا هدى قوم فاسق
781,5,109,يوم يجمع الله الرسل فيقول ماذا أجبتم قالوا لا علم لنا إنك أنت علام الغيوب,15,يوم جمع الله رسول قال ماذا أجبتم قال لا علم ل إن أنت علام غيب
782,5,110,إذ قال الله يا عيسى ابن مريم اذكر نعمتي عليك وعلى والدتك إذ أيدتك بروح القدس تكلم الناس في المهد وكهلا وإذ علمتك الكتاب والحكمة والتوراة والإنجيل وإذ تخلق من الطين كهيئة الطير بإذني فتنفخ فيها فتكون طيرا بإذني وتبرئ الأكمه والأبرص بإذني وإذ تخرج الموتى بإذني وإذ كففت بني إسرائيل عنك إذ جئتهم بالبينات فقال الذين كفروا منهم إن هذا إلا سحر مبين,64,إذ قال الله يا عيسى ابن مريم أذكر نعمة على على والد إذ أيد روح قدس تكلم ناس في مهد كهل إذ علم كتاب حكمة توراة إنجيل إذ خلق من طين هيئة طير إذن نفخ في كان طير إذن برأ أكمه برص إذن إذ خرج ميت إذن إذ كف بنون إسرائيل عن إذ جاء بينة قال الذي كفر من إن هذا إلا سحر مبين
783,5,111,وإذ أوحيت إلى الحواريين أن امنوا بي وبرسولي قالوا امنا واشهد بأننا مسلمون,13,إذ أوحى إلى حواري أن امن بي رسول قال أمن اشهد أن مسلم
784,5,112,إذ قال الحواريون يا عيسى ابن مريم هل يستطيع ربك أن ينزل علينا مائدة من السماء قال اتقوا الله إن كنتم مؤمنين,22,إذ قال حواري يا عيسى ابن مريم هل استطاع رب أن نزل على مائدة من سماء قال اتقى الله إن كان مؤمن
785,5,113,قالوا نريد أن نأكل منها وتطمئن قلوبنا ونعلم أن قد صدقتنا ونكون عليها من الشاهدين,15,قال أراد أن أكل من اطمأن قلب علم أن قد صدقتنا كان على من شاهد
786,5,114,قال عيسى ابن مريم اللهم ربنا أنزل علينا مائدة من السماء تكون لنا عيدا لأولنا واخرنا واية منك وارزقنا وأنت خير الرازقين,22,قال عيسى ابن مريم اللهم رب أنزل على مائدة من سماء كان ل عيد أول اخر اي من ارزق أنت خير رازق
787,5,115,قال الله إني منزلها عليكم فمن يكفر بعد منكم فإني أعذبه عذابا لا أعذبه أحدا من العالمين,17,قال الله إن منزل على من كفر بعد من إن عذب عذاب لا عذب أحد من عالم
788,5,116,وإذ قال الله يا عيسى ابن مريم أأنت قلت للناس اتخذوني وأمي إلهين من دون الله قال سبحانك ما يكون لي أن أقول ما ليس لي بحق إن كنت قلته فقد علمته تعلم ما في نفسي ولا أعلم ما في نفسك إنك أنت علام الغيوب,45,إذ قال الله يا عيسى ابن مريم أأنت قال ناس اتخذوني أم إله من دون الله قال سبحان ما كان ل أن قال ما ليس ل حق إن كان قال قد علم تعلم ما في نفس لا أعلم ما في نفس إن أنت علام غيب
789,5,117,ما قلت لهم إلا ما أمرتني به أن اعبدوا الله ربي وربكم وكنت عليهم شهيدا ما دمت فيهم فلما توفيتني كنت أنت الرقيب عليهم وأنت على كل شيء شهيد,29,ما قال ل إلا ما أمر ب أن اعبد الله رب رب كان على شهيد ما دام في لما توفيتني كان أنت رقيب على أنت على كل شيء شهيد
790,5,118,إن تعذبهم فإنهم عبادك وإن تغفر لهم فإنك أنت العزيز الحكيم,11,إن عذب إن عباد إن غفر ل إن أنت عزيز حكيم
791,5,119,قال الله هذا يوم ينفع الصادقين صدقهم لهم جنات تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك الفوز العظيم,24,قال الله هذا يوم نفع صادق صدق ل جنة جرى من تحت نهر خالد في أبد رضي الله عن رضي عن ذلك فوز عظيم
792,5,120,لله ملك السماوات والأرض وما فيهن وهو على كل شيء قدير,11,الله ملك سماء أرض ما في هو على كل شيء قدير
793,6,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
794,6,1,الحمد لله الذي خلق السماوات والأرض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون,14,حمد الله الذي خلق سماء أرض جعل ظلم نور ثم الذي كفر رب عدل
795,6,2,هو الذي خلقكم من طين ثم قضى أجلا وأجل مسمى عنده ثم أنتم تمترون,14,هو الذي خلق من طين ثم قضى أجل أجل مسمى عند ثم أنتم تمترون
796,6,3,وهو الله في السماوات وفي الأرض يعلم سركم وجهركم ويعلم ما تكسبون,12,هو الله في سماء في أرض علم سر جهر علم ما كسب
797,6,4,وما تأتيهم من اية من ايات ربهم إلا كانوا عنها معرضين,11,ما أتى من اية من ايا رب إلا كان عن معرض
798,6,5,فقد كذبوا بالحق لما جاءهم فسوف يأتيهم أنباء ما كانوا به يستهزئون,12,قد كذب حق ما جاء سوف أتى نبأ ما كان ب استهزأ
799,6,6,ألم يروا كم أهلكنا من قبلهم من قرن مكناهم في الأرض ما لم نمكن لكم وأرسلنا السماء عليهم مدرارا وجعلنا الأنهار تجري من تحتهم فأهلكناهم بذنوبهم وأنشأنا من بعدهم قرنا اخرين,31,ألم رأى كم أهلك من قبل من قرن مكن في أرض ما لم مكن ل أرسل سماء على مدرار جعل نهر جرى من تحت أهلك ذنب أنشأ من بعد قرن آخر
800,6,7,ولو نزلنا عليك كتابا في قرطاس فلمسوه بأيديهم لقال الذين كفروا إن هذا إلا سحر مبين,16,لو نزل على كتاب في قرطاس فلمسوه يد قال الذي كفر إن هذا إلا سحر مبين
801,6,8,وقالوا لولا أنزل عليه ملك ولو أنزلنا ملكا لقضي الأمر ثم لا ينظرون,13,قال لولا أنزل على ملك لو أنزل ملك قضي أمر ثم لا نظر
802,6,9,ولو جعلناه ملكا لجعلناه رجلا وللبسنا عليهم ما يلبسون,9,لو جعل ملك جعل رجل لبس على ما لبس
803,6,10,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,13,قد استهزئ رسول من قبل حاق الذي سخر من ما كان ب استهزأ
804,6,11,قل سيروا في الأرض ثم انظروا كيف كان عاقبة المكذبين,10,قال سير في أرض ثم انظر كيف كان عاقبة مكذب
805,6,12,قل لمن ما في السماوات والأرض قل لله كتب على نفسه الرحمة ليجمعنكم إلى يوم القيامة لا ريب فيه الذين خسروا أنفسهم فهم لا يؤمنون,25,قال من ما في سماء أرض قال الله كتب على نفس رحمة ليجمعنكم إلى يوم قيامة لا ريب في الذي خسر نفس هم لا آمن
806,6,13,وله ما سكن في الليل والنهار وهو السميع العليم,9,ل ما سكن في ليل نهار هو سميع عليم
807,6,14,قل أغير الله أتخذ وليا فاطر السماوات والأرض وهو يطعم ولا يطعم قل إني أمرت أن أكون أول من أسلم ولا تكونن من المشركين,24,قال غير الله اتخذ ولي فاطر سماء أرض هو طعم لا طعم قال إن أمر أن كان أول من أسلم لا كان من مشرك
808,6,15,قل إني أخاف إن عصيت ربي عذاب يوم عظيم,9,قال إن خاف إن عصى رب عذاب يوم عظيم
809,6,16,من يصرف عنه يومئذ فقد رحمه وذلك الفوز المبين,9,من صرف عن يومئذ قد رحم ذلك فوز مبين
810,6,17,وإن يمسسك الله بضر فلا كاشف له إلا هو وإن يمسسك بخير فهو على كل شيء قدير,17,إن يمسسك الله ضر لا كاشف ل إلا هو إن يمسسك خير هو على كل شيء قدير
811,6,18,وهو القاهر فوق عباده وهو الحكيم الخبير,7,هو قاهر فوق عباد هو حكيم خبير
812,6,19,قل أي شيء أكبر شهادة قل الله شهيد بيني وبينكم وأوحي إلي هذا القران لأنذركم به ومن بلغ أئنكم لتشهدون أن مع الله الهة أخرى قل لا أشهد قل إنما هو إله واحد وإنني بريء مما تشركون,37,قال أي شيء أكبر شهادة قال الله شهيد بين بين أوحى إلى هذا قران أنذر ب من بلغ أئنكم لتشهدون أن مع الله اله آخر قال لا شهد قال إن هو إله واحد إن بريء من أشرك
813,6,20,الذين اتيناهم الكتاب يعرفونه كما يعرفون أبناءهم الذين خسروا أنفسهم فهم لا يؤمنون,13,الذي اتيناهم كتاب عرف كما عرف ابن الذي خسر نفس هم لا آمن
814,6,21,ومن أظلم ممن افترى على الله كذبا أو كذب باياته إنه لا يفلح الظالمون,14,من أظلم من افترى على الله كذب أو كذب باي إن لا أفلح ظالم
815,6,22,ويوم نحشرهم جميعا ثم نقول للذين أشركوا أين شركاؤكم الذين كنتم تزعمون,12,يوم نحشر جميع ثم قال الذي أشرك أين شريك الذي كان زعم
816,6,23,ثم لم تكن فتنتهم إلا أن قالوا والله ربنا ما كنا مشركين,12,ثم لم كان فتنة إلا أن قال الله رب ما كان مشرك
817,6,24,انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون,10,انظر كيف كذب على نفس ضل عن ما كان افترى
818,6,25,ومنهم من يستمع إليك وجعلنا على قلوبهم أكنة أن يفقهوه وفي اذانهم وقرا وإن يروا كل اية لا يؤمنوا بها حتى إذا جاءوك يجادلونك يقول الذين كفروا إن هذا إلا أساطير الأولين,32,من من استمع إلى جعل على قلب كان أن يفقهوه في اذان وقر إن رأى كل اية لا آمن ب حتى إذا جاء يجادلونك قال الذي كفر إن هذا إلا أسطورة أول
819,6,26,وهم ينهون عنه وينأون عنه وإن يهلكون إلا أنفسهم وما يشعرون,11,هم ينهون عن ينأون عن إن هلك إلا نفس ما شعر
820,6,27,ولو ترى إذ وقفوا على النار فقالوا يا ليتنا نرد ولا نكذب بايات ربنا ونكون من المؤمنين,17,لو رأى إذ وقف على نار قال يا ليت رد لا نكذب باي رب كان من مؤمن
821,6,28,بل بدا لهم ما كانوا يخفون من قبل ولو ردوا لعادوا لما نهوا عنه وإنهم لكاذبون,16,بل بدا ل ما كان أخفى من قبل لو رد عاد ما نها عن إن كاذب
822,6,29,وقالوا إن هي إلا حياتنا الدنيا وما نحن بمبعوثين,9,قال إن هي إلا حياة دنيا ما نحن مبعوث
823,6,30,ولو ترى إذ وقفوا على ربهم قال أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,19,لو رأى إذ وقف على رب قال ليس هذا حق قال بلى رب قال ذوق عذاب ما كان كفر
824,6,31,قد خسر الذين كذبوا بلقاء الله حتى إذا جاءتهم الساعة بغتة قالوا يا حسرتنا على ما فرطنا فيها وهم يحملون أوزارهم على ظهورهم ألا ساء ما يزرون,27,قد خسر الذي كذب لقاء الله حتى إذا جاء ساعة بغتة قال يا حسرة على ما فرط في هم حمل وزر على ظهور أن ساء ما أزرى
825,6,32,وما الحياة الدنيا إلا لعب ولهو وللدار الاخرة خير للذين يتقون أفلا تعقلون,13,ما حياة دنيا إلا لعب لهو دار اخر خير الذي اتقى أفل عقل
826,6,33,قد نعلم إنه ليحزنك الذي يقولون فإنهم لا يكذبونك ولكن الظالمين بايات الله يجحدون,14,قد علم إن ليحزنك الذي قال إن لا كذب لكن ظالم باي الله جحد
827,6,34,ولقد كذبت رسل من قبلك فصبروا على ما كذبوا وأوذوا حتى أتاهم نصرنا ولا مبدل لكلمات الله ولقد جاءك من نبإ المرسلين,22,قد كذب رسول من قبل صبر على ما كذب أوذوا حتى أتى نصر لا مبدل كلمة الله قد جاء من نبإ مرسل
828,6,35,وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم باية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين,28,إن كان كبر على إعراض إن استطاع أن ابتغى نفق في أرض أو سلم في سماء أتى باي لو شاء الله جمع على هدى لا كان من جاهل
829,6,36,إنما يستجيب الذين يسمعون والموتى يبعثهم الله ثم إليه يرجعون,10,إن استجاب الذي سمع ميت بعث الله ثم إلى رجع
830,6,37,وقالوا لولا نزل عليه اية من ربه قل إن الله قادر على أن ينزل اية ولكن أكثرهم لا يعلمون,19,قال لولا نزل على اية من رب قال إن الله قادر على أن نزل اية لكن أكثر لا علم
831,6,38,وما من دابة في الأرض ولا طائر يطير بجناحيه إلا أمم أمثالكم ما فرطنا في الكتاب من شيء ثم إلى ربهم يحشرون,22,ما من دابة في أرض لا طائر طار جناح إلا أمة مثل ما فرط في كتاب من شيء ثم إلى رب حشر
832,6,39,والذين كذبوا باياتنا صم وبكم في الظلمات من يشإ الله يضلله ومن يشأ يجعله على صراط مستقيم,17,الذي كذب باي أصم ب في ظلم من يشإ الله أضل من شاء جعل على صراط مستقيم
833,6,40,قل أرأيتكم إن أتاكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صادقين,15,قال أرأي إن أتى عذاب الله أو أتى ساعة غير الله دعا إن كان صادق
834,6,41,بل إياه تدعون فيكشف ما تدعون إليه إن شاء وتنسون ما تشركون,12,بل إيا دعا كشف ما دعا إلى إن شاء نسي ما أشرك
835,6,42,ولقد أرسلنا إلى أمم من قبلك فأخذناهم بالبأساء والضراء لعلهم يتضرعون,11,قد أرسل إلى أمة من قبل فأخذناهم بأساء ضراء لعل يتضرعون
836,6,43,فلولا إذ جاءهم بأسنا تضرعوا ولكن قست قلوبهم وزين لهم الشيطان ما كانوا يعملون,14,لولا إذ جاء بأس تضرع لكن قس قلب زين ل شيطان ما كان عمل
837,6,44,فلما نسوا ما ذكروا به فتحنا عليهم أبواب كل شيء حتى إذا فرحوا بما أوتوا أخذناهم بغتة فإذا هم مبلسون,20,لما نسي ما ذكر ب فتح على باب كل شيء حتى إذا فرح ما أوى أخذ بغتة إذا هم مبلسون
838,6,45,فقطع دابر القوم الذين ظلموا والحمد لله رب العالمين,9,قطع دابر قوم الذي ظلم حمد الله رب عالم
839,6,46,قل أرأيتم إن أخذ الله سمعكم وأبصاركم وختم على قلوبكم من إله غير الله يأتيكم به انظر كيف نصرف الايات ثم هم يصدفون,23,قال أرأيتم إن أخذ الله سمع أبصار ختم على قلب من إله غير الله أتى ب انظر كيف صرف اي ثم هم يصدف
840,6,47,قل أرأيتكم إن أتاكم عذاب الله بغتة أو جهرة هل يهلك إلا القوم الظالمون,14,قال أرأي إن أتى عذاب الله بغتة أو جهر هل أهلك إلا قوم ظالم
841,6,48,وما نرسل المرسلين إلا مبشرين ومنذرين فمن امن وأصلح فلا خوف عليهم ولا هم يحزنون,15,ما أرسل مرسل إلا مبشر منذر من أمن أصلح لا خوف على لا هم حزن
842,6,49,والذين كذبوا باياتنا يمسهم العذاب بما كانوا يفسقون,8,الذي كذب باي مس عذاب ما كان فسق
843,6,50,قل لا أقول لكم عندي خزائن الله ولا أعلم الغيب ولا أقول لكم إني ملك إن أتبع إلا ما يوحى إلي قل هل يستوي الأعمى والبصير أفلا تتفكرون,28,قال لا قال ل عند خزانة الله لا أعلم غيب لا قال ل إن ملك إن أتبع إلا ما وحى إلى قال هل استوى أعمى بصير أفل تتفكرون
844,6,51,وأنذر به الذين يخافون أن يحشروا إلى ربهم ليس لهم من دونه ولي ولا شفيع لعلهم يتقون,17,أنذر ب الذي خاف أن حشر إلى رب ليس ل من دون ولي لا شفيع لعل اتقى
845,6,52,ولا تطرد الذين يدعون ربهم بالغداة والعشي يريدون وجهه ما عليك من حسابهم من شيء وما من حسابك عليهم من شيء فتطردهم فتكون من الظالمين,25,لا طرد الذي دعا رب غداة عشي أراد وجه ما على من حساب من شيء ما من حساب على من شيء طرد كان من ظالم
846,6,53,وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء من الله عليهم من بيننا أليس الله بأعلم بالشاكرين,15,ذلك فتنة بعض بعض قال أهؤلاء من الله على من بين ليس الله أعلم شاكر
847,6,54,وإذا جاءك الذين يؤمنون باياتنا فقل سلام عليكم كتب ربكم على نفسه الرحمة أنه من عمل منكم سوءا بجهالة ثم تاب من بعده وأصلح فأنه غفور رحيم,27,إذا جاء الذي آمن باي قال سلام على كتب رب على نفس رحمة أن من عمل من سوء جهالة ثم تاب من بعد أصلح أن غفور رحيم
848,6,55,وكذلك نفصل الايات ولتستبين سبيل المجرمين,6,ذلك فصل اي استبان سبيل مجرم
849,6,56,قل إني نهيت أن أعبد الذين تدعون من دون الله قل لا أتبع أهواءكم قد ضللت إذا وما أنا من المهتدين,21,قال إن نهى أن عبد الذي دعا من دون الله قال لا أتبع هوى قد ضل إذا ما أنا من مهتدي
850,6,57,قل إني على بينة من ربي وكذبتم به ما عندي ما تستعجلون به إن الحكم إلا لله يقص الحق وهو خير الفاصلين,22,قال إن على بينة من رب كذب ب ما عند ما استعجل ب إن حكم إلا الله قص حق هو خير فاصل
851,6,58,قل لو أن عندي ما تستعجلون به لقضي الأمر بيني وبينكم والله أعلم بالظالمين,14,قال لو أن عند ما استعجل ب قضي أمر بين بين الله أعلم ظالم
852,6,59,وعنده مفاتح الغيب لا يعلمها إلا هو ويعلم ما في البر والبحر وما تسقط من ورقة إلا يعلمها ولا حبة في ظلمات الأرض ولا رطب ولا يابس إلا في كتاب مبين,31,عند مفاتح غيب لا علم إلا هو علم ما في بر بحر ما سقط من ورقة إلا علم لا حب في ظلم أرض لا رطب لا يابس إلا في كتاب مبين
853,6,60,وهو الذي يتوفاكم بالليل ويعلم ما جرحتم بالنهار ثم يبعثكم فيه ليقضى أجل مسمى ثم إليه مرجعكم ثم ينبئكم بما كنتم تعملون,22,هو الذي يتوفاكم ليل علم ما جرحتم نهار ثم بعث في قضى أجل مسمى ثم إلى مرجع ثم أنبأ ما كان عمل
854,6,61,وهو القاهر فوق عباده ويرسل عليكم حفظة حتى إذا جاء أحدكم الموت توفته رسلنا وهم لا يفرطون,17,هو قاهر فوق عباد أرسل على حافظ حتى إذا جاء أحد موت وفى رسول هم لا أفرط
855,6,62,ثم ردوا إلى الله مولاهم الحق ألا له الحكم وهو أسرع الحاسبين,12,ثم رد إلى الله مولى حق أن ل حكم هو أسرع حاسب
856,6,63,قل من ينجيكم من ظلمات البر والبحر تدعونه تضرعا وخفية لئن أنجانا من هذه لنكونن من الشاكرين,17,قال من ينجيكم من ظلم بر بحر دعا تضرع خفي إن أنجا من هذا لنكونن من شاكر
857,6,64,قل الله ينجيكم منها ومن كل كرب ثم أنتم تشركون,10,قال الله ينجيكم من من كل كربة ثم أنتم أشرك
858,6,65,قل هو القادر على أن يبعث عليكم عذابا من فوقكم أو من تحت أرجلكم أو يلبسكم شيعا ويذيق بعضكم بأس بعض انظر كيف نصرف الايات لعلهم يفقهون,27,قال هو قادر على أن بعث على عذاب من فوق أو من تحت رجل أو لبس شيعة يذيق بعض بأس بعض انظر كيف صرف اي لعل فقه
859,6,66,وكذب به قومك وهو الحق قل لست عليكم بوكيل,9,كذب ب قوم هو حق قال ليس على وكيل
860,6,67,لكل نبإ مستقر وسوف تعلمون,5,كل نبإ مستقر سوف علم
861,6,68,وإذا رأيت الذين يخوضون في اياتنا فأعرض عنهم حتى يخوضوا في حديث غيره وإما ينسينك الشيطان فلا تقعد بعد الذكرى مع القوم الظالمين,23,إذا رأى الذي خاض في اي أعرض عن حتى خاض في حديث غير إما ينسينك شيطان لا قعد بعد ذكرى مع قوم ظالم
862,6,69,وما على الذين يتقون من حسابهم من شيء ولكن ذكرى لعلهم يتقون,12,ما على الذي اتقى من حساب من شيء لكن ذكرى لعل اتقى
863,6,70,وذر الذين اتخذوا دينهم لعبا ولهوا وغرتهم الحياة الدنيا وذكر به أن تبسل نفس بما كسبت ليس لها من دون الله ولي ولا شفيع وإن تعدل كل عدل لا يؤخذ منها أولئك الذين أبسلوا بما كسبوا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون,45,ذر الذي اتخذ دين لعب لهو غر حياة دنيا ذكر ب أن تبسل نفس ما كسب ليس ل من دون الله ولي لا شفيع إن عدل كل عدل لا يؤخذ من أولائك الذي أبسل ما كسب ل شراب من حميم عذاب أليم ما كان كفر
864,6,71,قل أندعو من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدانا الله كالذي استهوته الشياطين في الأرض حيران له أصحاب يدعونه إلى الهدى ائتنا قل إن هدى الله هو الهدى وأمرنا لنسلم لرب العالمين,39,قال أندعو من دون الله ما لا نفع لا ضر رد على عقب بعد إذ هدى الله الذي استهوى شيطان في أرض حيران ل صاحب دعا إلى هدى ائتنا قال إن هدى الله هو هدى أمر سلم رب عالم
865,6,72,وأن أقيموا الصلاة واتقوه وهو الذي إليه تحشرون,8,أن أقام صلاة اتقو هو الذي إلى تحشر
866,6,73,وهو الذي خلق السماوات والأرض بالحق ويوم يقول كن فيكون قوله الحق وله الملك يوم ينفخ في الصور عالم الغيب والشهادة وهو الحكيم الخبير,24,هو الذي خلق سماء أرض حق يوم قال كان كان قول حق ل ملك يوم نفخ في صور عالم غيب شهادة هو حكيم خبير
867,6,74,وإذ قال إبراهيم لأبيه ازر أتتخذ أصناما الهة إني أراك وقومك في ضلال مبين,14,إذ قال إبراهيم أبيه ازر أتتخذ صنم اله إن رأى قوم في ضلال مبين
868,6,75,وكذلك نري إبراهيم ملكوت السماوات والأرض وليكون من الموقنين,9,ذلك نرى إبراهيم ملكوت سماء أرض كان من موقن
869,6,76,فلما جن عليه الليل رأى كوكبا قال هذا ربي فلما أفل قال لا أحب الافلين,15,لما جن على ليل رأى كوكب قال هذا رب لما أفل قال لا أحب افل
870,6,77,فلما رأى القمر بازغا قال هذا ربي فلما أفل قال لئن لم يهدني ربي لأكونن من القوم الضالين,18,لما رأى قمر بازغ قال هذا رب لما أفل قال إن لم يهدني رب لأكونن من قوم ضال
871,6,78,فلما رأى الشمس بازغة قال هذا ربي هذا أكبر فلما أفلت قال يا قوم إني بريء مما تشركون,18,لما رأى شمس ازغ قال هذا رب هذا أكبر لما أفلت قال يا قوم إن بريء من أشرك
872,6,79,إني وجهت وجهي للذي فطر السماوات والأرض حنيفا وما أنا من المشركين,12,إن وجه وجه الذي فطر سماء أرض حنيف ما أنا من مشرك
873,6,80,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون,25,حاج قوم قال أتحاجوني في الله قد هدان لا خاف ما أشرك ب إلا أن شاء رب شيء وسع رب كل شيء علم أفل تذكر
874,6,81,وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون,22,كيف خاف ما أشرك لا خاف أن أشرك الله ما لم نزل ب على سلطان أي فريق أحق أمن إن كان علم
875,6,82,الذين امنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون,11,الذي امن لم لبس إيمان ظلم أولائك ل أمن هم مهتدي
876,6,83,وتلك حجتنا اتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم,14,ذلك حجة اتي إبراهيم على قوم رفع درجة من نشاء إن رب حكيم عليم
